Customer_ID,Last_Purchase_Date,First_Purchase_Date,Total_Transactions,Total_Sales,Promo_Usage,Days_Since_First_Purchase,Avg_Basket_Size,Customer_Tenure,Promo_Usage_Rate,Recency,Churn,Frequency,Monetary,Store
654,2015-07-31,2013-01-02,1112,7119745,528,940,6402.648381294964,940,0.4748201438848921,0,0,1112,7119745,556
655,2015-07-31,2013-01-02,1044,6685751,458,940,6403.976053639847,940,0.4386973180076628,0,0,1044,6685751,541
656,2015-07-30,2013-01-02,1088,6915384,493,940,6356.051470588235,940,0.453125,1,0,1088,6915384,544
657,2015-07-31,2013-01-02,2190,13894416,1028,940,6344.482191780822,940,0.4694063926940639,0,0,2190,13894416,711
658,2015-07-31,2013-01-02,1106,7087678,519,940,6408.388788426763,940,0.4692585895117541,0,0,1106,7087678,539
659,2015-07-30,2013-01-04,1062,6791671,472,938,6395.170433145009,938,0.4444444444444444,1,0,1062,6791671,541
660,2015-07-30,2013-01-02,1092,7069849,520,940,6474.220695970696,940,0.4761904761904761,1,0,1092,7069849,543
661,2015-07-31,2013-01-03,1065,6863728,504,939,6444.815023474179,939,0.4732394366197183,0,0,1065,6863728,554
662,2015-07-31,2013-01-02,2104,13690003,1016,940,6506.655418250951,940,0.4828897338403042,0,0,2104,13690003,713
663,2015-07-31,2013-01-02,1077,6923326,503,940,6428.343546889508,940,0.4670380687093779,0,0,1077,6923326,571
664,2015-07-31,2013-01-02,1000,6357794,462,940,6357.794,940,0.462,0,0,1000,6357794,522
665,2015-07-31,2013-01-02,1065,6863157,520,940,6444.2788732394365,940,0.488262910798122,0,0,1065,6863157,541
666,2015-07-31,2013-01-02,1059,6824412,507,940,6444.203966005665,940,0.4787535410764872,0,0,1059,6824412,542
667,2015-07-31,2013-01-02,1058,6907690,517,940,6529.007561436673,940,0.4886578449905482,0,0,1058,6907690,552
668,2015-07-31,2013-01-02,2122,13778674,1053,940,6493.248821866164,940,0.4962299717247879,0,0,2122,13778674,695
669,2015-07-31,2013-01-02,1042,6754209,502,940,6481.9664107485605,940,0.4817658349328215,0,0,1042,6754209,551
670,2015-07-31,2013-01-02,1059,6780445,496,940,6402.686496694995,940,0.4683663833805477,0,0,1059,6780445,520
671,2015-07-30,2013-01-02,1045,6785916,517,940,6493.699521531101,940,0.4947368421052631,1,0,1045,6785916,537
672,2015-07-31,2013-01-02,1068,6975759,506,940,6531.609550561798,940,0.4737827715355805,0,0,1068,6975759,541
673,2015-07-31,2013-01-02,2115,13738514,1037,940,6495.751300236407,940,0.4903073286052009,0,0,2115,13738514,710
674,2015-07-31,2013-01-02,1112,7303313,539,940,6567.727517985612,940,0.4847122302158273,0,0,1112,7303313,547
675,2015-07-31,2013-01-03,1088,7122275,526,939,6546.208639705882,939,0.4834558823529412,0,0,1088,7122275,573
676,2015-07-30,2013-01-02,1023,6718498,492,940,6567.446725317693,940,0.4809384164222874,1,0,1023,6718498,547
677,2015-07-31,2013-01-02,1003,6492153,483,940,6472.734795613161,940,0.481555333998006,0,0,1003,6492153,543
678,2015-07-31,2013-01-02,2082,13604456,998,940,6534.320845341018,940,0.4793467819404419,0,0,2082,13604456,703
679,2015-07-31,2013-01-04,1005,6693957,484,938,6660.653731343284,938,0.481592039800995,0,0,1005,6693957,536
680,2015-07-30,2013-01-02,1059,6862046,491,940,6479.7412653446645,940,0.4636449480642115,1,0,1059,6862046,527
681,2015-07-31,2013-01-02,1074,7046728,488,940,6561.199255121043,940,0.4543761638733706,0,0,1074,7046728,535
682,2015-07-31,2013-01-02,1080,7071734,534,940,6547.901851851852,940,0.4944444444444444,0,0,1080,7071734,544
683,2015-07-31,2013-01-02,995,6570477,501,940,6603.494472361809,940,0.5035175879396985,0,0,995,6570477,503
684,2015-07-31,2013-01-02,2108,13884237,992,940,6586.450189753321,940,0.4705882352941176,0,0,2108,13884237,678
685,2015-07-31,2013-01-02,1035,6856323,515,940,6624.466666666666,940,0.4975845410628019,0,0,1035,6856323,528
686,2015-07-30,2013-01-07,994,6590743,483,935,6630.52615694165,935,0.4859154929577465,1,0,994,6590743,536
687,2015-07-31,2013-01-02,1079,7043863,507,940,6528.139944392957,940,0.4698795180722891,0,0,1079,7043863,547
688,2015-07-31,2013-01-02,1036,6831092,501,940,6593.718146718146,940,0.4835907335907335,0,0,1036,6831092,531
689,2015-07-31,2013-01-02,2029,13482238,966,940,6644.769837358304,940,0.4760965993100049,0,0,2029,13482238,675
690,2015-07-31,2013-01-02,963,6443534,476,940,6691.104880581516,940,0.494288681204569,0,0,963,6443534,530
691,2015-07-30,2013-01-02,1037,6876728,500,940,6631.3674059787845,940,0.4821600771456123,1,0,1037,6876728,533
692,2015-07-29,2013-01-04,1021,6862291,526,938,6721.146914789422,938,0.515181194906954,2,0,1021,6862291,529
693,2015-07-31,2013-01-03,1022,6796746,505,939,6650.436399217221,939,0.4941291585127201,0,0,1022,6796746,539
694,2015-07-31,2013-01-02,2087,13836802,958,940,6629.996166746526,940,0.4590321034978438,0,0,2087,13836802,681
695,2015-07-31,2013-01-02,1034,6961338,536,940,6732.4352030947775,940,0.5183752417794971,0,0,1034,6961338,529
696,2015-07-31,2013-01-02,989,6725104,511,940,6799.902932254803,940,0.5166835187057633,0,0,989,6725104,507
697,2015-07-30,2013-01-02,968,6460689,493,940,6674.265495867769,940,0.5092975206611571,1,0,968,6460689,513
698,2015-07-31,2013-01-02,1007,6739368,477,940,6692.520357497518,940,0.4736842105263157,0,0,1007,6739368,524
699,2015-07-30,2013-01-02,993,6590845,479,940,6637.306143001007,940,0.4823766364551863,1,0,993,6590845,542
700,2015-07-31,2013-01-02,2051,13893046,1045,940,6773.79132130668,940,0.5095075572891272,0,0,2051,13893046,694
701,2015-07-31,2013-01-02,922,6198076,456,940,6722.425162689805,940,0.4945770065075922,0,0,922,6198076,497
702,2015-07-31,2013-01-03,1027,6894579,506,939,6713.319376825706,939,0.49269717624148,0,0,1027,6894579,540
703,2015-07-31,2013-01-02,982,6626241,480,940,6747.699592668025,940,0.4887983706720977,0,0,982,6626241,527
704,2015-07-31,2013-01-03,1029,6937107,495,939,6741.600583090379,939,0.4810495626822157,0,0,1029,6937107,537
705,2015-07-31,2013-01-02,1983,13500366,992,940,6808.051437216339,940,0.5002521432173475,0,0,1983,13500366,674
706,2015-07-28,2013-01-02,954,6523557,494,940,6838.110062893082,940,0.5178197064989518,3,0,954,6523557,520
707,2015-07-31,2013-01-03,1036,7079686,535,939,6833.673745173745,939,0.5164092664092664,0,0,1036,7079686,525
708,2015-07-30,2013-01-03,993,6700819,473,939,6748.055387713998,939,0.4763343403826787,1,0,993,6700819,541
709,2015-07-31,2013-01-02,941,6443071,471,940,6847.046758767269,940,0.5005313496280552,0,0,941,6443071,514
710,2015-07-31,2013-01-02,1937,13166651,980,940,6797.445018069179,940,0.5059370160041301,0,0,1937,13166651,658
711,2015-07-31,2013-01-02,939,6455990,475,940,6875.388711395101,940,0.5058572949946751,0,0,939,6455990,494
712,2015-07-31,2013-01-02,977,6766858,503,940,6926.159672466735,940,0.5148413510747185,0,0,977,6766858,519
713,2015-07-31,2013-01-02,949,6438628,479,940,6784.644889357218,940,0.5047418335089568,0,0,949,6438628,522
714,2015-07-31,2013-01-02,1009,6912497,505,940,6850.839444995045,940,0.5004955401387512,0,0,1009,6912497,531
715,2015-07-31,2013-01-02,910,6249847,447,940,6867.963736263736,940,0.4912087912087912,0,0,910,6249847,491
716,2015-07-31,2013-01-02,1948,13236863,969,940,6795.104209445585,940,0.4974332648870636,0,0,1948,13236863,675
717,2015-07-31,2013-01-02,939,6461270,469,940,6881.011714589989,940,0.4994675186368477,0,0,939,6461270,518
718,2015-07-31,2013-01-03,942,6509689,457,939,6910.497876857749,939,0.4851380042462845,0,0,942,6509689,521
719,2015-07-31,2013-01-02,1006,6813424,490,940,6772.787276341948,940,0.4870775347912525,0,0,1006,6813424,521
720,2015-07-31,2013-01-02,999,6970816,531,940,6977.793793793794,940,0.5315315315315315,0,0,999,6970816,517
721,2015-07-31,2013-01-02,1900,13150928,941,940,6921.541052631579,940,0.4952631578947368,0,0,1900,13150928,681
722,2015-07-30,2013-01-02,893,6175910,464,940,6915.912653975364,940,0.5195968645016797,1,0,893,6175910,507
723,2015-07-31,2013-01-03,939,6489766,468,939,6911.358892438765,939,0.4984025559105431,0,0,939,6489766,515
724,2015-07-31,2013-01-04,990,6886095,524,938,6955.651515151515,938,0.5292929292929293,0,0,990,6886095,523
725,2015-07-31,2013-01-02,961,6732251,516,940,7005.464099895942,940,0.5369406867845994,0,0,961,6732251,516
726,2015-07-31,2013-01-02,958,6627132,462,940,6917.674321503132,940,0.4822546972860125,0,0,958,6627132,507
727,2015-07-30,2013-01-02,1882,13076958,932,940,6948.436769394261,940,0.4952178533475027,1,0,1882,13076958,655
728,2015-07-30,2013-01-03,907,6337727,456,939,6987.571113561191,939,0.5027563395810364,1,0,907,6337727,509
729,2015-07-31,2013-01-01,970,6835450,497,941,7046.855670103093,941,0.5123711340206185,0,0,970,6835450,510
730,2015-07-31,2013-01-02,880,6167282,426,940,7008.275,940,0.484090909090909,0,0,880,6167282,481
731,2015-07-31,2013-01-02,937,6550496,481,940,6990.924226254002,940,0.5133404482390609,0,0,937,6550496,508
732,2015-07-31,2013-01-02,1878,13113252,977,940,6982.562300319489,940,0.520234291799787,0,0,1878,13113252,667
733,2015-07-31,2013-01-03,942,6538119,482,939,6940.678343949045,939,0.5116772823779193,0,0,942,6538119,505
734,2015-07-31,2013-01-02,960,6630065,481,940,6906.317708333333,940,0.5010416666666667,0,0,960,6630065,509
735,2015-07-31,2013-01-02,890,6284171,459,940,7060.866292134831,940,0.5157303370786517,0,0,890,6284171,480
736,2015-07-30,2013-01-03,944,6639172,496,939,7033.021186440678,939,0.5254237288135594,1,0,944,6639172,506
737,2015-07-31,2013-01-02,1842,12853003,924,940,6977.743213897937,940,0.501628664495114,0,0,1842,12853003,669
738,2015-07-30,2013-01-02,932,6493714,465,940,6967.504291845494,940,0.4989270386266094,1,0,932,6493714,517
739,2015-07-31,2013-01-02,861,5957750,433,940,6919.570267131243,940,0.502903600464576,0,0,861,5957750,487
740,2015-07-31,2013-01-02,901,6324980,473,940,7019.955604883463,940,0.5249722530521642,0,0,901,6324980,473
741,2015-07-31,2013-01-03,925,6550728,476,939,7081.868108108108,939,0.5145945945945946,0,0,925,6550728,513
742,2015-07-31,2013-01-02,885,6202991,440,940,7009.029378531073,940,0.4971751412429379,0,0,885,6202991,466
743,2015-07-31,2013-01-02,1826,12932199,958,940,7082.255750273823,940,0.524644030668127,0,0,1826,12932199,657
744,2015-07-30,2013-01-04,967,6764534,482,938,6995.381592554291,938,0.4984488107549121,1,0,967,6764534,514
745,2015-07-31,2013-01-02,886,6229069,423,940,7030.551918735891,940,0.4774266365688487,0,0,886,6229069,490
746,2015-07-31,2013-01-07,902,6438779,464,935,7138.335920177384,935,0.5144124168514412,0,0,902,6438779,484
747,2015-07-31,2013-01-04,881,6250447,480,938,7094.71850170261,938,0.5448354143019296,0,0,881,6250447,491
748,2015-07-31,2013-01-02,1743,12428670,929,940,7130.619621342513,940,0.5329890992541595,0,0,1743,12428670,662
749,2015-07-31,2013-01-02,902,6479028,477,940,7182.957871396896,940,0.5288248337028825,0,0,902,6479028,489
750,2015-07-31,2013-01-02,900,6371502,465,940,7079.446666666667,940,0.5166666666666667,0,0,900,6371502,493
751,2015-07-30,2013-01-02,877,6189868,448,940,7058.002280501711,940,0.5108323831242874,1,0,877,6189868,486
752,2015-07-31,2013-01-02,867,6303987,455,940,7271.034602076124,940,0.52479815455594,0,0,867,6303987,493
753,2015-07-31,2013-01-02,1809,12876570,907,940,7118.059701492537,940,0.5013819789939193,0,0,1809,12876570,663
754,2015-07-31,2013-01-02,911,6499197,479,940,7134.135016465422,940,0.5257958287596048,0,0,911,6499197,508
755,2015-07-31,2013-01-02,871,6217299,450,940,7138.115958668198,940,0.5166475315729047,0,0,871,6217299,478
756,2015-07-31,2013-01-02,883,6397489,443,940,7245.174405436013,940,0.5016987542468856,0,0,883,6397489,473
757,2015-07-30,2013-01-02,877,6410254,452,940,7309.297605473204,940,0.5153933865450399,1,0,877,6410254,472
758,2015-07-31,2013-01-03,912,6556443,465,939,7189.082236842105,939,0.5098684210526315,0,0,912,6556443,482
759,2015-07-31,2013-01-02,1752,12485215,879,940,7126.2642694063925,940,0.5017123287671232,0,0,1752,12485215,633
760,2015-07-31,2013-01-02,853,6126994,457,940,7182.876905041032,940,0.5357561547479485,0,0,853,6126994,472
761,2015-07-30,2013-01-03,776,5596520,388,939,7212.01030927835,939,0.5,1,0,776,5596520,462
762,2015-07-30,2013-01-02,865,6213623,460,940,7183.379190751445,940,0.5317919075144508,1,0,865,6213623,471
763,2015-07-31,2013-01-05,813,5804830,427,937,7140.012300123001,937,0.5252152521525215,0,0,813,5804830,471
764,2015-07-31,2013-01-02,1715,12438504,900,940,7252.772011661807,940,0.5247813411078717,0,0,1715,12438504,648
765,2015-07-31,2013-01-02,842,6047783,422,940,7182.640142517815,940,0.501187648456057,0,0,842,6047783,472
766,2015-07-31,2013-01-04,856,6175785,442,938,7214.702102803738,938,0.5163551401869159,0,0,856,6175785,457
767,2015-07-31,2013-01-02,838,6086721,441,940,7263.390214797136,940,0.5262529832935561,0,0,838,6086721,455
768,2015-07-31,2013-01-02,878,6340807,457,940,7221.875854214123,940,0.520501138952164,0,0,878,6340807,499
769,2015-07-31,2013-01-02,1716,12490648,909,940,7278.932400932401,940,0.5297202797202797,0,0,1716,12490648,627
770,2015-07-31,2013-01-02,853,6146028,443,940,7205.191090269636,940,0.5193434935521688,0,0,853,6146028,473
771,2015-07-31,2013-01-02,869,6345314,442,940,7301.857307249712,940,0.5086306098964327,0,0,869,6345314,487
772,2015-07-31,2013-01-03,857,6272675,446,939,7319.340723453909,939,0.5204200700116686,0,0,857,6272675,473
773,2015-07-29,2013-01-02,853,6237216,446,940,7312.093786635404,940,0.5228604923798359,2,0,853,6237216,489
774,2015-07-31,2013-01-02,864,6327457,448,940,7323.445601851852,940,0.5185185185185185,0,0,864,6327457,489
775,2015-07-31,2013-01-02,1717,12507002,886,940,7284.217821782178,940,0.5160163075131042,0,0,1717,12507002,620
776,2015-07-31,2013-01-02,820,6031895,436,940,7355.969512195122,940,0.5317073170731708,0,0,820,6031895,460
777,2015-07-31,2013-01-01,823,6132935,443,941,7451.925880923451,941,0.5382746051032807,0,0,823,6132935,485
778,2015-07-31,2013-01-04,824,6061288,443,938,7355.932038834951,938,0.537621359223301,0,0,824,6061288,468
779,2015-07-31,2013-01-05,869,6353304,458,937,7311.051783659379,937,0.5270425776754891,0,0,869,6353304,480
780,2015-07-31,2013-01-03,1672,12252797,875,939,7328.227870813397,939,0.5233253588516746,0,0,1672,12252797,637
781,2015-07-30,2013-01-02,784,5773253,411,940,7363.843112244898,940,0.5242346938775511,1,0,784,5773253,453
782,2015-07-30,2013-01-02,818,5947165,429,940,7270.372860635697,940,0.5244498777506112,1,0,818,5947165,476
783,2015-07-31,2013-01-03,853,6267662,437,939,7347.7866354044545,939,0.5123094958968347,0,0,853,6267662,473
784,2015-07-31,2013-01-03,836,6229917,437,939,7452.053827751196,939,0.5227272727272727,0,0,836,6229917,459
785,2015-07-31,2013-01-04,808,5954880,436,938,7369.9009900990095,938,0.5396039603960396,0,0,808,5954880,459
786,2015-07-31,2013-01-02,1620,11905302,885,940,7348.951851851852,940,0.5462962962962963,0,0,1620,11905302,610
787,2015-07-31,2013-01-05,825,6156755,436,937,7462.733333333334,937,0.5284848484848484,0,0,825,6156755,471
788,2015-07-31,2013-01-03,780,5782388,420,939,7413.317948717949,939,0.5384615384615384,0,0,780,5782388,441
789,2015-07-30,2013-01-02,844,6264957,415,940,7422.934834123223,940,0.4917061611374407,1,0,844,6264957,457
790,2015-07-31,2013-01-02,728,5394987,396,940,7410.696428571428,940,0.5439560439560439,0,0,728,5394987,428
791,2015-07-31,2013-01-02,1611,11991479,865,940,7443.500310366232,940,0.5369335816263191,0,0,1611,11991479,626
792,2015-07-31,2013-01-02,797,5923843,424,940,7432.676286072773,940,0.5319949811794228,0,0,797,5923843,459
793,2015-07-30,2013-01-02,798,5929759,432,940,7430.775689223057,940,0.5413533834586466,1,0,798,5929759,447
794,2015-07-31,2013-01-03,790,5855960,410,939,7412.607594936709,939,0.5189873417721519,0,0,790,5855960,443
795,2015-07-30,2013-01-02,805,5989251,408,940,7440.063354037267,940,0.506832298136646,1,0,805,5989251,470
796,2015-07-31,2013-01-02,1563,11699837,846,940,7485.500319897633,940,0.5412667946257198,0,0,1563,11699837,598
797,2015-07-31,2013-01-04,828,6163133,454,938,7443.397342995169,938,0.5483091787439613,0,0,828,6163133,451
798,2015-07-31,2013-01-02,802,6035332,415,940,7525.351620947631,940,0.5174563591022444,0,0,802,6035332,477
799,2015-07-30,2013-01-02,797,5938538,422,940,7451.114178168131,940,0.5294855708908407,1,0,797,5938538,446
800,2015-07-27,2013-01-03,778,5813715,428,939,7472.641388174808,939,0.5501285347043702,4,0,778,5813715,442
801,2015-07-31,2013-01-02,769,5781323,392,940,7517.975292587776,940,0.5097529258777633,0,0,769,5781323,444
802,2015-07-31,2013-01-02,1556,11651304,840,940,7487.984575835476,940,0.5398457583547558,0,0,1556,11651304,582
803,2015-07-31,2013-01-02,732,5431047,378,940,7419.463114754099,940,0.5163934426229508,0,0,732,5431047,421
804,2015-07-31,2013-01-02,811,6113776,434,940,7538.564734895191,940,0.5351418002466092,0,0,811,6113776,447
805,2015-07-31,2013-01-02,766,5772965,399,940,7536.507832898173,940,0.52088772845953,0,0,766,5772965,441
806,2015-07-31,2013-01-02,821,6140434,426,940,7479.213154689403,940,0.5188794153471377,0,0,821,6140434,451
807,2015-07-31,2013-01-02,1434,10799151,762,940,7530.78870292887,940,0.5313807531380753,0,0,1434,10799151,579
808,2015-07-30,2013-01-07,781,5905662,414,935,7561.6670934699105,935,0.5300896286811779,1,0,781,5905662,426
809,2015-07-30,2013-01-02,776,5816736,418,940,7495.79381443299,940,0.538659793814433,1,0,776,5816736,441
810,2015-07-31,2013-01-02,743,5559047,371,940,7481.893674293405,940,0.4993270524899058,0,0,743,5559047,424
811,2015-07-31,2013-01-02,756,5761761,401,940,7621.376984126984,940,0.5304232804232805,0,0,756,5761761,429
812,2015-07-31,2013-01-02,1533,11721834,803,940,7646.336594911937,940,0.5238095238095238,0,0,1533,11721834,595
813,2015-07-31,2013-01-03,751,5690617,391,939,7577.386151797603,939,0.5206391478029294,0,0,751,5690617,431
814,2015-07-31,2013-01-02,766,5805929,405,940,7579.541775456919,940,0.5287206266318538,0,0,766,5805929,429
815,2015-07-27,2013-01-03,782,5990671,401,939,7660.704603580562,939,0.5127877237851662,4,0,782,5990671,449
816,2015-07-31,2013-01-02,704,5449752,378,940,7741.125,940,0.5369318181818182,0,0,704,5449752,434
817,2015-07-31,2013-01-02,733,5569603,403,940,7598.366984993178,940,0.5497953615279673,0,0,733,5569603,429
818,2015-07-31,2013-01-02,1474,11312832,800,940,7674.919945725916,940,0.5427408412483039,0,0,1474,11312832,576
819,2015-07-31,2013-01-02,749,5724431,387,940,7642.765020026703,940,0.5166889185580774,0,0,749,5724431,426
820,2015-07-28,2013-01-01,774,5928772,411,941,7659.912144702842,941,0.5310077519379846,3,0,774,5928772,439
821,2015-07-31,2013-01-04,730,5651784,394,938,7742.169863013699,938,0.5397260273972603,0,0,730,5651784,419
822,2015-07-30,2013-01-04,715,5481285,384,938,7666.132867132867,938,0.5370629370629371,1,0,715,5481285,410
823,2015-07-31,2013-01-02,1506,11614315,831,940,7712.028552456839,940,0.5517928286852589,0,0,1506,11614315,568
824,2015-07-31,2013-01-03,756,5769188,406,939,7631.201058201058,939,0.5370370370370371,0,0,756,5769188,419
825,2015-07-31,2013-01-02,735,5680651,398,940,7728.776870748299,940,0.5414965986394558,0,0,735,5680651,437
826,2015-07-31,2013-01-02,703,5351577,377,940,7612.48506401138,940,0.5362731152204836,0,0,703,5351577,412
827,2015-07-28,2013-01-02,729,5591499,386,940,7670.094650205761,940,0.5294924554183813,3,0,729,5591499,425
828,2015-07-31,2013-01-03,1429,11049191,789,939,7732.114065780266,939,0.5521343596920923,0,0,1429,11049191,573
829,2015-07-28,2013-01-02,717,5565925,386,940,7762.796373779637,940,0.5383542538354253,3,0,717,5565925,419
830,2015-07-31,2013-01-02,714,5491267,398,940,7690.850140056023,940,0.5574229691876751,0,0,714,5491267,401
831,2015-07-31,2013-01-03,699,5415479,370,939,7747.466380543634,939,0.5293276108726752,0,0,699,5415479,412
832,2015-07-27,2013-01-03,699,5466722,359,939,7820.77539341917,939,0.5135908440629471,4,0,699,5466722,382
833,2015-07-31,2013-01-02,681,5245622,368,940,7702.822320117474,940,0.540381791483113,0,0,681,5245622,403
834,2015-07-31,2013-01-02,1363,10521297,750,940,7719.2201027146,940,0.5502567865003668,0,0,1363,10521297,571
835,2015-07-31,2013-01-02,731,5581202,384,940,7635.023255813953,940,0.5253077975376197,0,0,731,5581202,414
836,2015-07-31,2013-01-02,775,5894442,413,940,7605.731612903226,940,0.5329032258064517,0,0,775,5894442,433
837,2015-07-31,2013-01-03,643,5030453,360,939,7823.410575427682,939,0.5598755832037325,0,0,643,5030453,397
838,2015-07-30,2013-01-02,749,5794882,390,940,7736.825100133511,940,0.520694259012016,1,0,749,5794882,414
839,2015-07-31,2013-01-02,1381,10645373,755,940,7708.452570601014,940,0.5467052860246199,0,0,1381,10645373,547
840,2015-07-31,2013-01-02,705,5501044,397,940,7802.899290780142,940,0.5631205673758866,0,0,705,5501044,410
841,2015-07-30,2013-01-03,705,5532092,385,939,7846.939007092198,939,0.5460992907801419,1,0,705,5532092,412
842,2015-07-31,2013-01-02,690,5420799,401,940,7856.230434782608,940,0.5811594202898551,0,0,690,5420799,391
843,2015-07-30,2013-01-02,726,5670682,378,940,7810.856749311295,940,0.5206611570247934,1,0,726,5670682,411
844,2015-07-31,2013-01-02,1470,11509337,803,940,7829.480952380953,940,0.5462585034013605,0,0,1470,11509337,557
845,2015-07-29,2013-01-03,710,5577416,383,939,7855.515492957747,939,0.5394366197183098,2,0,710,5577416,403
846,2015-07-31,2013-01-02,693,5446994,371,940,7860.020202020202,940,0.5353535353535354,0,0,693,5446994,398
847,2015-07-31,2013-01-03,680,5284932,369,939,7771.958823529411,939,0.5426470588235294,0,0,680,5284932,394
848,2015-07-31,2013-01-02,684,5433630,386,940,7943.903508771929,940,0.564327485380117,0,0,684,5433630,414
849,2015-07-31,2013-01-02,638,5008292,344,940,7849.987460815047,940,0.5391849529780565,0,0,638,5008292,385
850,2015-07-31,2013-01-02,1333,10452640,703,940,7841.440360090022,940,0.5273818454613654,0,0,1333,10452640,528
851,2015-07-31,2013-01-02,668,5258600,360,940,7872.155688622754,940,0.5389221556886228,0,0,668,5258600,386
852,2015-07-29,2013-01-04,682,5398409,376,938,7915.555718475073,938,0.5513196480938416,2,0,682,5398409,377
853,2015-07-31,2013-01-02,699,5555465,399,940,7947.732474964235,940,0.5708154506437768,0,0,699,5555465,400
854,2015-07-31,2013-01-02,732,5790868,398,940,7911.021857923497,940,0.5437158469945356,0,0,732,5790868,426
855,2015-07-31,2013-01-02,1380,10888137,766,940,7889.954347826087,940,0.5550724637681159,0,0,1380,10888137,544
856,2015-07-31,2013-01-02,662,5279283,365,940,7974.747734138973,940,0.5513595166163142,0,0,662,5279283,400
857,2015-07-27,2013-01-03,684,5372515,355,939,7854.554093567252,939,0.5190058479532164,4,0,684,5372515,396
858,2015-07-31,2013-01-02,686,5455171,390,940,7952.144314868805,940,0.5685131195335277,0,0,686,5455171,379
859,2015-07-30,2013-01-03,652,5202073,356,939,7978.639570552147,939,0.5460122699386503,1,0,652,5202073,389
860,2015-07-30,2013-01-02,688,5446543,386,940,7916.486918604651,940,0.561046511627907,1,0,688,5446543,403
861,2015-07-31,2013-01-02,1279,10120883,666,940,7913.121970289289,940,0.5207193119624707,0,0,1279,10120883,514
862,2015-07-30,2013-01-03,636,5020589,333,939,7894.00786163522,939,0.5235849056603774,1,0,636,5020589,367
863,2015-07-30,2013-01-04,662,5270856,363,938,7962.018126888218,938,0.5483383685800605,1,0,662,5270856,383
864,2015-07-31,2013-01-02,649,5219887,367,940,8042.969183359014,940,0.5654853620955316,0,0,649,5219887,383
865,2015-07-31,2013-01-11,638,5097979,347,931,7990.562695924765,931,0.5438871473354232,0,0,638,5097979,371
866,2015-07-31,2013-01-03,1224,9729906,672,939,7949.269607843137,939,0.5490196078431373,0,0,1224,9729906,513
867,2015-07-31,2013-01-02,628,5039903,345,940,8025.323248407643,940,0.5493630573248408,0,0,628,5039903,375
868,2015-07-31,2013-01-05,641,5094263,346,937,7947.368174726989,937,0.5397815912636506,0,0,641,5094263,382
869,2015-07-31,2013-01-07,589,4751843,326,935,8067.645161290323,935,0.5534804753820034,0,0,589,4751843,374
870,2015-07-31,2013-01-02,634,4988928,323,940,7868.971608832808,940,0.5094637223974764,0,0,634,4988928,363
871,2015-07-31,2013-01-02,1362,10903808,749,940,8005.732745961821,940,0.5499265785609398,0,0,1362,10903808,521
872,2015-07-30,2013-01-02,591,4718183,312,940,7983.389170896785,940,0.5279187817258884,1,0,591,4718183,357
873,2015-07-31,2013-01-04,630,4995624,325,938,7929.561904761905,938,0.5158730158730159,0,0,630,4995624,378
874,2015-07-31,2013-01-02,651,5210989,350,940,8004.591397849463,940,0.5376344086021505,0,0,651,5210989,387
875,2015-07-29,2013-01-03,622,4977134,342,939,8001.823151125402,939,0.5498392282958199,2,0,622,4977134,370
876,2015-07-31,2013-01-02,680,5438727,380,940,7998.127941176471,940,0.5588235294117647,0,0,680,5438727,384
877,2015-07-31,2013-01-02,1264,10093751,699,940,7985.5625,940,0.553006329113924,0,0,1264,10093751,503
878,2015-07-31,2013-01-02,640,5161383,329,940,8064.6609375,940,0.5140625,0,0,640,5161383,356
879,2015-07-31,2013-01-02,605,4837182,327,940,7995.342148760331,940,0.540495867768595,0,0,605,4837182,353
880,2015-07-31,2013-01-02,569,4541245,324,940,7981.09841827768,940,0.5694200351493849,0,0,569,4541245,336
881,2015-07-31,2013-01-04,663,5415097,367,938,8167.567119155355,938,0.5535444947209653,0,0,663,5415097,381
882,2015-07-31,2013-01-02,1241,10052203,667,940,8100.082997582594,940,0.5374697824335214,0,0,1241,10052203,500
883,2015-07-30,2013-01-04,607,4880917,320,938,8041.04942339374,938,0.5271828665568369,1,0,607,4880917,347
884,2015-07-31,2013-01-07,602,4898523,346,935,8137.081395348837,935,0.574750830564784,0,0,602,4898523,354
885,2015-07-30,2013-01-04,632,5104313,353,938,8076.444620253164,938,0.5585443037974683,1,0,632,5104313,374
886,2015-07-31,2013-01-02,589,4805452,346,940,8158.662139219015,940,0.5874363327674024,0,0,589,4805452,364
887,2015-07-31,2013-01-02,1236,9986847,693,940,8079.973300970873,940,0.5606796116504854,0,0,1236,9986847,500
888,2015-07-31,2013-01-02,633,5186384,361,940,8193.339652448658,940,0.5703001579778831,0,0,633,5186384,370
889,2015-07-31,2013-01-04,614,4996781,343,938,8138.07980456026,938,0.5586319218241043,0,0,614,4996781,360
890,2015-07-31,2013-01-03,598,4893717,334,939,8183.473244147157,939,0.5585284280936454,0,0,598,4893717,351
891,2015-07-31,2013-01-02,625,5063209,367,940,8101.1344,940,0.5872,0,0,625,5063209,354
892,2015-07-28,2013-01-02,599,4884863,343,940,8155.030050083473,940,0.5726210350584308,3,0,599,4884863,352
893,2015-07-31,2013-01-02,1185,9688359,671,940,8175.830379746835,940,0.5662447257383966,0,0,1185,9688359,490
894,2015-07-31,2013-01-03,564,4581612,306,939,8123.425531914893,939,0.5425531914893617,0,0,564,4581612,330
