Store,Total_Sales,Total_Customers,Total_Open_Days,Avg_Daily_Sales,Avg_Customers,Promo_Days,Sales_per_Customer,Promo_Usage_Rate,Sales_Rank,Best_Assortment,Best_StoreType,Customer_Productivity,Store_Performance_Index
201,4089245,346044,779,5249.351732991014,444.21566110397947,350,11.817124411924496,0.4492939666238768,797,0,3,5249.351732991014,2358.502062319454
202,4737388,397835,781,6065.797695262484,509.39180537772086,350,11.907921625799641,0.44814340588988477,621,2,3,6065.797695262484,2718.347238593943
203,5298238,690154,782,6775.240409207161,882.5498721227622,351,7.676892403724386,0.44884910485933505,476,2,2,6775.240409207161,3041.0605928794294
204,3412446,326039,622,5486.247588424438,524.1784565916398,274,10.466373654685482,0.4405144694533762,977,0,0,5486.247588424438,2416.771445704656
205,5124867,689282,784,6536.820153061224,879.1862244897959,353,7.435080271935144,0.4502551020408163,523,0,0,6536.820153061224,2943.236625039046
206,5575733,623126,779,7157.551989730424,799.9050064184852,350,8.948002490668019,0.4492939666238768,391,2,0,7157.551989730424,3215.844924782604
207,8768418,1019499,784,11184.206632653062,1300.3813775510205,353,8.600712703004122,0.4502551020408163,47,0,0,11184.206632653062,5035.746098630779
208,2302052,324162,784,2936.2908163265306,413.4719387755102,353,7.10154799143638,0.4502551020408163,1112,0,2,2936.2908163265306,1322.079921126614
209,4928424,509083,882,5587.78231292517,577.1916099773242,354,9.68098325813276,0.4013605442176871,568,2,0,5587.78231292517,2242.7153500856125
210,2488114,254156,779,3193.98459563543,326.25930680359437,350,9.789711830529281,0.4492939666238768,1098,0,3,3193.98459563543,1435.0380083086015
211,10187567,1164871,784,12994.345663265307,1485.8048469387754,353,8.745661107538947,0.4502551020408163,28,2,0,12994.345663265307,5850.770432567159
212,3744115,361234,784,4775.656887755102,460.7576530612245,353,10.364791243349186,0.4502551020408163,895,2,0,4775.656887755102,2150.2638793081005
213,6334081,508427,779,8131.0410783055195,652.6662387676508,350,12.458191638130941,0.4492939666238768,242,2,3,8131.0410783055195,3653.227698853571
214,7269531,557336,779,9331.875481386392,715.4505776636714,350,13.043354457634173,0.4492939666238768,131,0,3,9331.875481386392,4192.755351072192
215,3920679,304466,621,6313.492753623188,490.28341384863126,274,12.877230955180545,0.44122383252818037,843,0,3,6313.492753623188,2785.663469392518
216,5607978,688834,776,7226.775773195876,887.6726804123712,348,8.14126190054498,0.4484536082474227,384,0,2,7226.775773195876,3240.8736714847487
217,3685496,504018,784,4700.8877551020405,642.8801020408164,353,7.31223091238805,0.4502551020408163,913,0,2,4700.8877551020405,2116.5986958558933
218,3121555,433160,622,5018.577170418006,696.3987138263666,274,7.206471049958445,0.4405144694533762,1028,2,0,5018.577170418006,2210.755859637514
219,2441162,316620,779,3133.712451861361,406.4441591784339,350,7.7100688522519105,0.4492939666238768,1102,0,0,3133.712451861361,1407.9580977554253
220,3807392,500228,776,4906.432989690722,644.6237113402062,348,7.61131324116203,0.4484536082474227,876,0,0,4906.432989690722,2200.3075778509938
221,4564321,433356,784,5821.838010204082,552.75,353,10.532497530898384,0.4502551020408163,672,2,3,5821.838010204082,2621.312267349542
222,3906246,440266,784,4982.456632653061,561.5637755102041,353,8.872468007976996,0.4502551020408163,847,0,0,4982.456632653061,2243.376519549146
223,5656109,577676,782,7232.875959079284,738.7161125319693,353,9.791144170780854,0.4514066496163683,370,2,3,7232.875959079284,3264.9683037787563
224,5151315,371919,777,6629.749034749035,478.66023166023166,348,13.850636832213466,0.44787644787644787,509,2,3,6629.749034749035,2969.3084479957065
225,4064054,435047,782,5197.0,556.3260869565217,353,9.341643546559338,0.4514066496163683,805,0,3,5197.0,2345.960358056266
226,5667944,549052,781,7257.290653008963,703.01152368758,350,10.323146077238587,0.44814340588988477,364,0,0,7257.290653008963,3252.3069507722626
227,4623704,430968,768,6020.447916666667,561.15625,345,10.728648066677804,0.44921875,652,0,0,6020.447916666667,2704.4980875651045
228,6190043,462038,779,7946.139922978177,593.1168164313223,350,13.397259532765704,0.4492939666238768,267,2,3,7946.139922978177,3570.152725343212
229,6734738,571982,779,8645.36328626444,734.2516046213094,350,11.774388005216947,0.4492939666238768,190,2,3,8645.36328626444,3884.309563790185
230,5928326,737138,784,7561.640306122449,940.2270408163265,353,8.042355705444571,0.4502551020408163,312,2,3,7561.640306122449,3404.6671276291127
231,2967114,245380,622,4770.279742765273,394.5016077170418,274,12.091914581465483,0.4405144694533762,1051,2,3,4770.279742765273,2101.377250028432
232,2583221,232738,766,3372.351174934726,303.8355091383812,344,11.099266127576932,0.4490861618798956,1090,2,2,3372.351174934726,1514.4762456625924
233,7365681,805731,781,9431.089628681179,1031.6658130601793,350,9.14161301972991,0.44814340588988477,119,0,0,9431.089628681179,4226.480627449952
234,8625334,798258,779,11072.315789473685,1024.721437740693,350,10.805195813884733,0.4492939666238768,50,0,3,11072.315789473685,4974.7246807648135
235,4635585,391382,781,5935.44814340589,501.12932138284253,350,11.844144595305865,0.44814340588988477,648,0,0,5935.44814340589,2659.9319464687087
236,5581738,677994,784,7119.563775510204,864.7882653061224,353,8.232724773375576,0.4502551020408163,390,0,0,7119.563775510204,3205.6199142284463
237,3556217,450589,784,4535.991071428572,574.7308673469388,353,7.892374203542475,0.4502551020408163,943,0,0,4535.991071428572,2042.3531227223032
238,5868876,843640,766,7661.718015665796,1101.3577023498694,343,6.9566118249490305,0.44778067885117495,319,0,0,7661.718015665796,3430.7692942211074
239,3950473,367741,779,5071.210526315789,472.0680359435173,350,10.742541625763785,0.4492939666238768,836,2,3,5071.210526315789,2278.4642929531788
240,3772636,360447,784,4812.035714285715,459.75382653061223,353,10.466548480081677,0.4502551020408163,886,0,0,4812.035714285715,2166.643631559767
241,5128334,548976,779,6583.227214377407,704.7188703465982,350,9.34163606423596,0.4492939666238768,521,2,3,6583.227214377407,2957.80426833388
242,3196707,285726,781,4093.0947503201023,365.84635083226635,350,11.188015791352555,0.44814340588988477,1020,0,3,4093.0947503201023,1834.2934220384582
243,4407146,594010,623,7074.07062600321,953.4670947030497,275,7.419312806181714,0.44141252006420545,712,0,0,7074.07062600321,3122.5833421362486
244,4106186,420927,779,5271.098844672657,540.3427471116817,350,9.75510242868716,0.4492939666238768,789,0,3,5271.098844672657,2368.272908389512
245,6949075,797211,781,8897.663252240716,1020.7567221510883,350,8.716732458533563,0.44814340588988477,161,2,0,8897.663252240716,3987.4291143204237
246,5551547,734843,784,7081.054846938776,937.2997448979592,353,7.554738903412021,0.4502551020408163,395,0,2,7081.054846938776,3188.2810726650355
247,6698411,534178,781,8576.710627400767,683.966709346991,350,12.53966093699104,0.44814340588988477,194,2,3,8576.710627400767,3843.5963118953505
248,6555942,872228,784,8362.170918367347,1112.5357142857142,353,7.516316834589121,0.4502551020408163,213,2,0,8362.170918367347,3765.1101201322363
249,4144086,421584,784,5285.823979591837,537.734693877551,353,9.829799043606968,0.4502551020408163,780,2,3,5285.823979591837,2379.9692153009164
250,6615557,513850,781,8470.623559539052,657.9385403329065,350,12.874490610100224,0.44814340588988477,204,0,3,8470.623559539052,3796.05409198293
251,14896870,1908934,779,19123.068035943517,2450.4929396662387,350,7.803763776013209,0.4492939666238768,5,2,0,19123.068035943517,8591.879091887331
252,8269484,630702,779,10615.512195121952,809.630295250321,350,13.111555060868683,0.4492939666238768,67,2,3,10615.512195121952,4769.485581890479
253,4476698,538066,779,5746.724005134788,690.7137355584082,350,8.319979333390327,0.4492939666238768,695,2,0,5746.724005134788,2581.968423359661
254,2341661,201507,779,3005.9833119383825,258.6739409499358,350,11.620742703727414,0.4492939666238768,1108,0,3,3005.9833119383825,1350.570165825974
255,4885211,498843,779,6271.130937098845,640.3632862644416,350,9.793083194512102,0.4492939666238768,581,2,2,6271.130937098845,2817.581293946849
256,7630314,967823,776,9832.87886597938,1247.194587628866,348,7.883997383819149,0.4484536082474227,97,2,0,9832.87886597938,4409.590006908279
257,4183099,495496,784,5335.585459183673,632.0102040816327,353,8.442245749713418,0.4502551020408163,764,0,0,5335.585459183673,2402.3745753722405
258,3509384,307197,622,5642.096463022508,493.88585209003213,274,11.42388760306904,0.4405144694533762,961,0,0,5642.096463022508,2485.4251300131305
259,10851871,2210980,932,11643.638412017168,2372.296137339056,357,4.908172394141964,0.3830472103004292,21,1,1,11643.638412017168,4460.063211470096
260,5143038,714576,784,6559.997448979592,911.4489795918367,353,7.197328205817156,0.4502551020408163,513,0,0,6559.997448979592,2953.672320777801
261,9828244,739220,779,12616.487804878048,948.9345314505777,350,13.295424907334759,0.4492939666238768,35,2,3,12616.487804878048,5668.511850715427
262,19516842,3204694,942,20718.51592356688,3402.0106157112527,360,6.09007973928244,0.3821656050955414,1,0,1,20718.51592356688,7917.904174611547
263,2306075,221342,622,3707.516077170418,355.85530546623795,274,10.418605596768801,0.4405144694533762,1111,2,0,3707.516077170418,1633.2144777245892
264,5512491,727234,762,7234.240157480315,954.3753280839895,343,7.580078764194194,0.45013123359580054,409,0,0,7234.240157480315,3256.3574462148927
265,3859812,392036,779,4954.829268292683,503.25545571245186,350,9.845555000051016,0.4492939666238768,862,0,0,4954.829268292683,2226.1748958953003
266,3424011,414483,780,4389.757692307692,531.3884615384616,352,8.26092023074529,0.4512820512820513,975,2,0,4389.757692307692,1981.018856015779
267,7282702,881620,784,9289.160714285714,1124.515306122449,353,8.260590730700303,0.4502551020408163,128,0,2,9289.160714285714,4182.492005284256
268,3826840,468855,784,4881.173469387755,598.0293367346939,353,8.162097023600047,0.4502551020408163,871,0,0,4881.173469387755,2197.773258538109
269,7281084,959027,779,9346.706033376124,1231.1001283697049,350,7.592157467933645,0.4492939666238768,129,2,0,9346.706033376124,4199.41862860288
270,7284633,944773,784,9291.623724489797,1205.0676020408164,353,7.710458491087277,0.4502551020408163,127,0,0,9291.623724489797,4183.600988195023
271,6116519,617651,780,7841.691025641026,791.8602564102564,352,9.902872334052725,0.4512820512820513,275,0,0,7841.691025641026,3538.814411571335
272,4871343,491687,781,6237.314980793854,629.5608194622279,350,9.907406541153213,0.44814340588988477,586,0,0,6237.314980793854,2795.211579100959
273,5499466,548145,779,7059.648267008986,703.6521181001284,350,10.032867215791443,0.4492939666238768,415,2,0,7059.648267008986,3171.857372853845
274,3794012,925235,932,4070.8283261802576,992.7414163090128,358,4.100592822364048,0.38412017167381973,881,1,1,4070.8283261802576,1563.6872755070087
275,4630070,466063,622,7443.842443729904,749.2974276527331,274,9.934429465544358,0.4405144694533762,650,0,3,7443.842443729904,3279.1203047942017
276,3191132,406340,780,4091.1948717948717,520.9487179487179,352,7.853354333809126,0.4512820512820513,1022,0,0,4091.1948717948717,1846.2828139381986
277,4008491,332923,622,6444.519292604502,535.2459807073955,274,12.04029460265587,0.4405144694533762,820,2,3,6444.519292604502,2838.9039970637195
278,5599459,621398,784,7142.1670918367345,792.5994897959183,353,9.011066981226202,0.4502551020408163,388,2,0,7142.1670918367345,3215.797172727509
279,5532919,415873,623,8881.08988764045,667.5329052969503,275,13.304347721539989,0.44141252006420545,404,2,3,8881.08988764045,3920.224268220102
280,4869839,404863,777,6267.489060489061,521.0592020592021,348,12.028362680709277,0.44787644787644787,587,2,3,6267.489060489061,2807.060737516336
281,4594724,430929,784,5860.617346938776,549.6543367346939,353,10.662368974935546,0.4502551020408163,665,2,3,5860.617346938776,2638.7728615680967
282,3456330,502531,784,4408.584183673469,640.983418367347,353,6.8778443518907295,0.4502551020408163,968,0,0,4408.584183673469,1984.9875214754265
283,4425007,446799,622,7114.1591639871385,718.3263665594856,274,9.903797904650638,0.4405144694533762,708,0,0,7114.1591639871385,3133.8900497306686
284,3367042,279858,622,5413.250803858521,449.93247588424435,274,12.031251563292813,0.4405144694533762,984,0,3,5413.250803858521,2384.6153058797986
285,4025996,367256,781,5154.924455825864,470.2381562099872,350,10.962369573267694,0.44814340588988477,814,0,0,5154.924455825864,2310.1454027388636
286,3838772,335325,779,4927.8202824133505,430.45571245186136,350,11.44791470961008,0.4492939666238768,869,0,0,4927.8202824133505,2214.0399214950867
287,5070793,509417,622,8152.400321543409,818.9983922829582,274,9.954110286857329,0.4405144694533762,536,0,2,8152.400321543409,3591.250302416228
288,3499206,262806,622,5625.733118971061,422.5176848874598,274,13.31478733362252,0.4405144694533762,962,0,3,5625.733118971061,2478.2168401898243
289,4936879,432447,781,6321.227912932139,553.7093469910371,350,11.416148106010679,0.44814340588988477,565,0,3,6321.227912932139,2832.8166063076164
290,5464029,531828,779,7014.1578947368425,682.7060333761233,350,10.274052889279993,0.4492939666238768,432,0,0,7014.1578947368425,3151.418823052497
291,6257971,655473,780,8023.039743589744,840.35,352,9.547259765085672,0.4512820512820513,254,0,3,8023.039743589744,3620.6538330046023
292,4422953,541196,766,5774.090078328982,706.5221932114882,343,8.172553012217385,0.44778067885117495,709,0,0,5774.090078328982,2585.5259750219852
293,4899830,638439,783,6257.765006385696,815.3754789272031,352,7.674703456399124,0.4495530012771392,577,2,2,6257.765006385696,2813.197039907746
294,4506589,598265,781,5770.280409731114,766.0243277848912,350,7.5327639089701055,0.44814340588988477,685,0,0,5770.280409731114,2585.913115756581
295,4106780,521352,777,5285.4311454311455,670.980694980695,348,7.87717319584465,0.44787644787644787,788,0,0,5285.4311454311455,2367.2201269112466
296,5438463,589505,781,6963.460947503201,754.8079385403329,350,9.225473914555431,0.44814340588988477,441,0,0,6963.460947503201,3120.6291057952885
297,5432839,559386,777,6992.070785070785,719.9305019305019,348,9.71214688962541,0.44787644787644787,444,0,0,6992.070785070785,3131.583826518189
298,5223940,429979,622,8398.617363344052,691.2845659163987,274,12.149291011886627,0.4405144694533762,496,0,3,8398.617363344052,3699.7124719554186
299,5499540,602255,882,6235.306122448979,682.8287981859411,354,9.131580476708372,0.4013605442176871,414,2,3,6235.306122448979,2502.6058586699987
300,5534680,687137,782,7077.595907928388,878.6918158567775,351,8.05469651612415,0.44884910485933505,402,2,0,7077.595907928388,3176.7725878297497
301,4342138,467376,784,5538.441326530612,596.1428571428571,353,9.29045992947862,0.4502551020408163,724,2,0,5538.441326530612,2493.711464624115
302,2922724,252528,781,3742.2842509603074,323.3393085787452,350,11.573861116391054,0.44814340588988477,1056,2,3,3742.2842509603074,1677.0800100334284
303,4740126,516285,767,6180.086049543676,673.122555410691,341,9.181219675179406,0.4445893089960887,620,0,0,6180.086049543676,2747.6001863029906
304,5541079,827856,784,7067.702806122449,1055.938775510204,353,6.69328844629984,0.4502551020408163,398,0,0,7067.702806122449,3182.2692481648273
305,4176274,396325,781,5347.341869398208,507.4583866837388,350,10.537498265312559,0.44814340588988477,768,2,2,5347.341869398208,2396.375997809696
306,2717435,291021,622,4368.86655948553,467.87942122186496,274,9.33759075805526,0.4405144694533762,1081,0,0,4368.86655948553,1924.5489345643653
307,2114322,240704,782,2703.7365728900254,307.8056265984655,353,8.78390886732252,0.4514066496163683,1115,0,0,2703.7365728900254,1220.4846678135282
308,7183229,720753,768,9353.162760416666,938.48046875,345,9.966283872561057,0.44921875,138,0,0,9353.162760416666,4201.616083780924
309,5430658,460414,779,6971.319640564827,591.0320924261874,350,11.795162614516501,0.4492939666238768,445,0,3,6971.319640564827,3132.17185391231
310,7388018,627604,897,8236.363433667782,699.670011148272,354,11.77178284395893,0.39464882943143814,115,2,0,8236.363433667782,3250.471187868891
311,5184737,616333,781,6638.587708066581,789.1587708066581,350,8.412233321921754,0.44814340588988477,502,2,0,6638.587708066581,2975.0393057916817
312,4348731,420688,781,5568.157490396927,538.6530089628682,350,10.337188129920511,0.44814340588988477,719,0,3,5568.157490396927,2495.333062277752
313,5533037,552885,782,7075.494884910486,707.0140664961637,353,10.007573003427476,0.4514066496163683,403,2,3,7075.494884910486,3193.925440375194
314,4002280,445010,779,5137.715019255455,571.2580231065468,350,8.993685535156514,0.4492939666238768,824,0,0,5137.715019255455,2308.344360384351
315,3333890,352465,784,4252.410714285715,449.57270408163265,353,9.458783141588526,0.4502551020408163,994,2,0,4252.410714285715,1914.669620080175
316,7677532,702532,779,9855.62516046213,901.8382541720154,350,10.928373369469291,0.4492939666238768,93,0,3,9855.62516046213,4428.072921902112
317,3346040,360336,622,5379.4855305466235,579.3183279742765,274,9.285888726077882,0.4405144694533762,990,0,3,5379.4855305466235,2369.7412144208597
318,5871619,513822,780,7527.716666666666,658.7461538461539,352,11.427340596549,0.4512820512820513,318,2,3,7527.716666666666,3397.1234188034186
319,6105068,661449,784,7787.076530612245,843.6849489795918,353,9.229839337575536,0.4502551020408163,277,2,0,7787.076530612245,3506.170937890462
320,11630218,1617489,784,14834.461734693878,2063.123724489796,353,7.190291865972505,0.4502551020408163,16,2,0,14834.461734693878,6679.292082075177
321,4647488,456662,780,5958.317948717949,585.4641025641025,352,10.177085021306787,0.4512820512820513,646,2,2,5958.317948717949,2688.8819460881
322,3926557,428432,782,5021.1726342711,547.8670076726343,353,9.164947996414833,0.4514066496163683,842,0,0,5021.1726342711,2266.590715981711
323,5737615,483870,779,7365.359435173299,621.1424903722722,350,11.85776138218943,0.4492939666238768,340,2,3,7365.359435173299,3309.211556239608
324,4436629,562953,780,5687.985897435898,721.7346153846154,351,7.880993617584417,0.45,705,0,0,5687.985897435898,2559.593653846154
325,5051539,524314,779,6484.645699614891,673.0603337612323,350,9.634568216755609,0.4492939666238768,543,2,0,6484.645699614891,2913.512188530439
326,3901936,326200,779,5008.903722721438,418.74197689345317,350,11.9617903126916,0.4492939666238768,849,0,3,5008.903722721438,2250.4702220186177
327,6012573,723138,778,7728.242930591259,929.4832904884319,351,8.314558217103789,0.45115681233933164,292,2,2,7728.242930591259,3486.649445549527
328,3452551,405391,779,4432.029525032092,520.3992297817715,350,8.516595089678853,0.4492939666238768,969,0,0,4432.029525032092,1991.2841254958053
329,5385006,483386,779,6912.716302952504,620.5211810012837,350,11.140177828898643,0.4492939666238768,456,0,0,6912.716302952504,3105.841727899071
330,3245811,348645,779,4166.6379974326055,447.5545571245186,350,9.309787893129114,0.4492939666238768,1014,2,0,4166.6379974326055,1872.045313352262
331,4799307,638940,779,6160.85622593068,820.2053915275994,350,7.511357873978778,0.4492939666238768,607,2,0,6160.85622593068,2768.0355315478023
332,2908282,391168,780,3728.5666666666666,501.4974358974359,351,7.4348668602748695,0.45,1058,0,0,3728.5666666666666,1677.855
333,7662181,993414,784,9773.190051020409,1267.109693877551,353,7.712978677570479,0.4502551020408163,95,2,0,9773.190051020409,4400.428683686485
334,4228712,437907,779,5428.385109114249,562.1399229781772,350,9.656643990619013,0.4492939666238768,757,2,3,5428.385109114249,2438.940678035927
335,12541731,2246936,942,13313.93949044586,2385.2823779193204,360,5.581703706736641,0.3821656050955414,11,0,1,13313.93949044586,5088.129741571667
336,10850316,1529043,780,13910.661538461538,1960.3115384615385,349,7.0961483751601495,0.44743589743589746,22,0,0,13910.661538461538,6224.12932938856
337,3943779,299850,781,5049.653008962868,383.93085787451986,350,13.152506253126564,0.44814340588988477,839,2,3,5049.653008962868,2262.9686979987246
338,5637222,487915,781,7217.95390524968,624.7311139564661,350,11.55369685293545,0.44814340588988477,376,2,0,7217.95390524968,3234.6784466547865
339,3881031,513596,756,5133.638888888889,679.3597883597884,340,7.5565833846057995,0.4497354497354497,857,2,0,5133.638888888889,2308.7793944738387
340,5084744,560590,784,6485.642857142857,715.0382653061224,353,9.070343744982964,0.4502551020408163,530,2,0,6485.642857142857,2920.1937864431484
341,4293485,584355,779,5511.534017971759,750.1347881899871,350,7.3473915684814886,0.4492939666238768,741,0,0,5511.534017971759,2476.2989811169646
342,6895670,527685,621,11104.138486312399,849.7342995169082,273,13.067777177672285,0.4396135265700483,168,2,3,11104.138486312399,4881.529479489992
343,5608306,546982,779,7199.365853658536,702.1591784338896,350,10.253182005989228,0.4492939666238768,383,0,3,7199.365853658536,3234.6316415667366
344,6649189,893298,784,8481.108418367347,1139.4107142857142,353,7.4434164187090985,0.4502551020408163,198,2,0,8481.108418367347,3818.662336331216
345,2836062,307503,622,4559.585209003216,494.37781350482317,274,9.222875874381714,0.4405144694533762,1066,0,0,4559.585209003216,2008.563259271513
346,5320960,482745,779,6830.500641848524,619.6983311938383,350,11.022299557737522,0.4492939666238768,471,2,0,6830.500641848524,3068.9027274030595
347,3732856,300454,777,4804.190476190476,386.68468468468467,348,12.424051601909111,0.44787644787644787,898,2,3,4804.190476190476,2151.683765398051
348,5255376,439128,597,8802.97487437186,735.5577889447236,264,11.967754276657375,0.44221105527638194,484,0,0,8802.97487437186,3892.7728087674554
349,5711451,580713,700,8159.215714285714,829.59,315,9.835238749606088,0.45,352,2,2,8159.215714285714,3671.6470714285715
350,5477257,413472,781,7013.133162612035,529.4135723431498,350,13.246984076309882,0.44814340588988477,425,0,3,7013.133162612035,3142.8893814522567
351,4710510,404164,779,6046.867779204108,518.8241335044929,350,11.654947001712177,0.4492939666238768,629,0,0,6046.867779204108,2716.8212101687263
352,5246710,499372,784,6692.232142857143,636.954081632653,353,10.506616310085468,0.4502551020408163,487,2,3,6692.232142857143,3013.2116663629736
353,5255773,1349510,931,5645.298603651987,1449.5273899033298,356,3.894578773036139,0.38238453276047263,483,1,1,5645.298603651987,2158.6748688508137
354,6536263,549547,779,8390.581514762516,705.4518613607189,350,11.89391080289766,0.4492939666238768,216,2,3,8390.581514762516,3769.8376510486273
355,7172668,863704,784,9148.811224489797,1101.6632653061224,353,8.304544149384512,0.4502551020408163,142,2,0,9148.811224489797,4119.298931434819
356,4443882,338618,777,5719.281853281854,435.8018018018018,348,13.123584688350885,0.44787644787644787,703,2,3,5719.281853281854,2561.5316408521044
357,5986921,781188,768,7795.470052083333,1017.171875,347,7.663867084491825,0.4518229166666667,296,0,0,7795.470052083333,3522.1720157199434
358,8028461,874499,779,10306.111681643133,1122.591784338896,350,9.18064057248779,0.4492939666238768,75,0,0,10306.111681643133,4630.473797914116
359,5337128,476709,779,6851.255455712452,611.9499358151476,350,11.195777717643258,0.4492939666238768,468,2,3,6851.255455712452,3078.227740050524
360,5437400,593128,784,6935.459183673469,756.5408163265306,353,9.167329817509879,0.4502551020408163,442,0,0,6935.459183673469,3122.7258824448145
361,4888169,497502,780,6266.883333333333,637.8230769230769,351,9.82542582743386,0.45,580,2,2,6266.883333333333,2820.0975
362,7323168,898633,781,9376.65556978233,1150.6184379001281,350,8.149231109919178,0.44814340588988477,122,2,2,9376.65556978233,4202.086362898612
363,5593213,734675,784,7134.2002551020405,937.0854591836735,353,7.6131799775410895,0.4502551020408163,389,0,0,7134.2002551020405,3212.210063840587
364,3510451,437640,771,4553.114137483787,567.6264591439689,346,8.021321177223289,0.4487678339818418,960,2,0,4553.114137483787,2043.2911693507008
365,3378609,364655,621,5440.594202898551,587.2061191626409,274,9.265220550931703,0.44122383252818037,983,0,2,5440.594202898551,2400.519825433499
366,4833475,468724,780,6196.76282051282,600.9282051282051,351,10.311985304784905,0.45,592,2,3,6196.76282051282,2788.543269230769
367,4119323,425547,784,5254.238520408163,542.7895408163265,353,9.68006589166414,0.4502551020408163,783,2,3,5254.238520408163,2365.747701153165
368,7526231,553908,777,9686.268983268983,712.8803088803089,348,13.587510922391443,0.44787644787644787,103,2,3,9686.268983268983,4338.251745402325
369,5354973,450860,781,6856.559539052497,577.2855313700384,350,11.877241272235283,0.44814340588988477,465,2,3,6856.559539052497,3072.7219445177643
370,5959072,495158,779,7649.643132220795,635.6328626444159,350,12.034687917795935,0.4492939666238768,300,0,3,7649.643132220795,3436.9385061325784
371,5380900,425185,781,6889.756722151088,544.4110115236875,350,12.655432341216176,0.44814340588988477,457,2,3,6889.756722151088,3087.599043217517
372,6844455,591494,779,8786.206675224646,759.2991014120668,350,11.571469871207485,0.4492939666238768,175,2,3,8786.206675224646,3947.5896486888655
373,3520201,245955,777,4530.5032175032175,316.5444015444015,348,14.31237828057978,0.44787644787644787,957,2,3,4530.5032175032175,2029.105688148159
374,5495584,650513,784,7009.673469387755,829.7359693877551,353,8.44807713297044,0.4502551020408163,417,0,0,7009.673469387755,3156.1412432319867
375,7148220,592001,780,9164.384615384615,758.975641025641,351,12.074675549534545,0.45,147,2,0,9164.384615384615,4123.973076923077
376,6548133,735270,774,8460.12015503876,949.9612403100775,349,8.90575298869803,0.4509043927648579,215,0,0,8460.12015503876,3814.7053412254872
377,6129725,760021,784,7818.526785714285,969.4145408163265,353,8.065204777236419,0.4502551020408163,274,2,0,7818.526785714285,3520.331575710641
378,4927020,755752,779,6324.801026957638,970.1566110397946,350,6.5193608485323224,0.4492939666238768,569,2,0,6324.801026957638,2841.6949415085664
379,3059341,366551,784,3902.220663265306,467.5395408163265,353,8.346290147892107,0.4502551020408163,1037,0,3,3902.220663265306,1756.9947629243022
380,11261676,1075375,779,14456.580231065469,1380.4557124518615,350,10.472324537951877,0.4492939666238768,18,0,0,14456.580231065469,6495.254275831726
381,7021213,752849,780,9001.555128205127,965.1910256410256,351,9.326190245321438,0.45,157,0,0,9001.555128205127,4050.6998076923073
382,6228961,507968,780,7985.847435897436,651.2410256410257,351,12.262506693335013,0.45,260,2,2,7985.847435897436,3593.6313461538466
383,13489879,1720249,780,17294.716666666667,2205.4474358974358,349,7.841817667093543,0.44743589743589746,9,2,0,17294.716666666667,7738.277072649573
384,6937572,781105,782,8871.575447570332,998.8554987212276,353,8.881740611057412,0.4514066496163683,162,2,0,8871.575447570332,4004.6881496065566
385,4570779,407132,622,7348.519292604502,654.5530546623794,274,11.226774117485238,0.4405144694533762,670,0,3,7348.519292604502,3237.1290774495715
386,6255013,502764,779,8029.541720154044,645.3966623876765,350,12.44125076576684,0.4492939666238768,256,2,3,8029.541720154044,3607.6246496199174
387,7171744,915984,766,9362.590078328982,1195.8015665796345,343,7.829551607888347,0.44778067885117495,144,0,2,9362.590078328982,4192.386941079427
388,7990920,854131,779,10257.920410783056,1096.4454428754814,350,9.355614068567936,0.4492939666238768,78,0,0,10257.920410783056,4608.821750672747
389,8104523,992082,784,10337.401785714286,1265.4107142857142,353,8.169206779278326,0.4502551020408163,73,2,0,10337.401785714286,4654.467895863702
390,9023552,832564,780,11568.65641025641,1067.3897435897436,353,10.838268289284668,0.45256410256410257,42,2,0,11568.65641025641,5235.558606180144
391,4392619,530324,768,5719.555989583333,690.5260416666666,346,8.282896870592317,0.4505208333333333,713,0,0,5719.555989583333,2576.779130723741
392,5670675,559386,779,7279.428754813864,718.0821566110397,350,10.137320204652958,0.4492939666238768,361,0,0,7279.428754813864,3270.603420006229
393,4598489,457473,779,5903.06675224647,587.2567394094993,350,10.051935305471579,0.4492939666238768,662,2,3,5903.06675224647,2652.212276362342
394,6523885,516922,781,8353.245838668374,661.8719590268886,350,12.620637156089312,0.44814340588988477,218,0,3,8353.245838668374,3743.4520403763518
395,3107536,404811,779,3989.1347881899874,519.6546854942234,350,7.676510766752879,0.4492939666238768,1033,0,0,3989.1347881899874,1792.294192383178
396,7973232,840769,780,10222.092307692308,1077.9089743589743,351,9.48326115734524,0.45,81,2,0,10222.092307692308,4599.941538461539
397,4342834,584418,779,5574.883183568678,750.2156611039794,350,7.431040796142487,0.4492939666238768,722,2,0,5574.883183568678,2504.7613790103173
398,4309274,481859,784,5496.522959183673,614.6160714285714,353,8.94301860087702,0.4502551020408163,730,2,2,5496.522959183673,2474.8375058569345
399,3457604,351419,622,5558.84887459807,564.9823151125402,274,9.838978541285474,0.4405144694533762,967,0,0,5558.84887459807,2448.7533627650664
400,6839152,938908,782,8745.718670076727,1200.6496163682864,353,7.284155636121963,0.4514066496163683,177,0,0,8745.718670076727,3947.8755633466553
401,5480695,504539,780,7026.532051282052,646.8448717948718,352,10.86277770400306,0.4512820512820513,424,2,0,7026.532051282052,3170.947797501644
402,4569233,480033,780,5857.991025641026,615.4269230769231,351,9.518581014221938,0.45,671,2,2,5857.991025641026,2636.095961538462
